RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WAR,next-page,next-page-href,next-next-page,next-next-page-href
"59","Louis Williams, SG","TOR","80","25.2","4.49","-1.97","2.52","6.02","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"347","Ramon Sessions, PG","SAC/WSH","64","18.6","-2.50","-0.31","-2.81","-0.34","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"443","Ray McCallum, PG","SAC","68","21.1","-1.48","-2.95","-4.43","-1.88","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"77","Rudy Gobert, C","UTAH","82","26.3","-1.66","3.63","1.97","5.54","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"394","Ish Smith, PG","PHI/OKC","55","15.1","-1.95","-1.58","-3.53","-0.61","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"419","Matt Bonner, C","SA","72","13.0","-1.45","-2.52","-3.97","-0.94","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"243","Evan Turner, SG","BOS","82","27.6","-1.09","-0.28","-1.37","1.39","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"112","Joe Johnson, SF","BKN","80","34.9","2.11","-1.24","0.87","5.41","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"411","Erick Green, PG","DEN","43","9.5","-1.29","-2.52","-3.81","-0.38","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"192","Pablo Prigioni, PG","HOU/NY","67","17.9","-0.42","-0.30","-0.72","1.20","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"285","Maurice Harkless, SF","ORL","45","15.0","-2.50","0.66","-1.84","0.22","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"209","Jerrelle Benimon, PF","UTAH","2","1.5","-1.17","0.21","-0.96","0.00","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"17","Tyson Chandler, C","DAL","75","30.5","1.04","3.54","4.58","9.99","","","",""
"327","Shavlik Randolph, PF","BOS/PHX","21","6.0","-2.58","0.02","-2.56","-0.02","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"396","Furkan Aldemir, PF","PHI","41","13.2","-1.26","-2.29","-3.55","-0.41","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"91","C.J. Miles, SG","IND","70","26.3","0.41","1.17","1.58","4.54","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"54","Al-Farouq Aminu, SF","DAL","74","18.5","-0.26","2.93","2.67","4.32","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"115","Joel Anthony, C","DET","49","8.3","-1.82","2.68","0.86","0.80","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"374","Marcus Thornton, SG","BOS/PHX","48","15.0","-1.42","-1.69","-3.11","-0.35","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"302","Reggie Bullock, SF","LAC/PHX","36","9.4","-2.21","0.05","-2.16","0.04","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"15","Tony Allen, SG","MEM","63","26.2","-0.11","4.92","4.81","7.23","","","",""
"133","Rudy Gay, SF","SAC","68","35.4","2.87","-2.46","0.41","4.20","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"319","Thomas Robinson, PF","PHI/POR","54","14.8","-2.23","-0.18","-2.41","-0.03","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"3","James Harden, SG","HOU","81","36.8","8.66","-0.16","8.50","20.63","","","",""
"399","Markel Brown, SG","BKN","47","16.6","-1.80","-1.85","-3.65","-0.63","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"97","Pero Antic, PF","ATL","63","16.5","-0.12","1.46","1.34","2.35","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"43","Manu Ginobili, SG","SA","70","22.7","1.53","1.75","3.28","5.51","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"264","Tim Frazier, PG","PHI/POR","11","21.7","-0.64","-0.93","-1.57","0.08","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"445","J.J. Hickson, PF","DEN","73","19.3","-3.47","-1.13","-4.60","-2.03","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"150","David Lee, PF","GS","49","18.4","0.40","-0.35","0.05","1.39","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"357","Isaiah Canaan, PG","HOU/PHI","47","20.0","-1.07","-1.77","-2.84","-0.29","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"377","A.J. Price, PG","CLE/IND/PHX","26","12.5","-0.75","-2.42","-3.17","-0.13","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"169","Drew Gooden, PF","WSH","51","16.9","-0.29","-0.07","-0.36","1.03","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"406","Robbie Hummel, SF","MIN","45","16.5","-1.31","-2.45","-3.76","-0.65","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"281","Toure' Murry, SF","UTAH/WSH","5","3.6","-0.64","-1.11","-1.75","0.00","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"336","Trey Burke, PG","UTAH","76","30.1","-0.18","-2.52","-2.70","-0.48","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"163","Brandan Wright, PF","BOS/DAL/PHX","75","19.3","-0.49","0.16","-0.33","1.84","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"80","Monta Ellis, PG","DAL","80","33.7","1.81","0.11","1.92","7.38","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"388","Damjan Rudez, SF","IND","68","15.4","-1.31","-2.09","-3.40","-0.68","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"463","Joe Harris, SG","CLE","51","9.7","-2.17","-3.59","-5.76","-1.03","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"124","Nene Hilario, PF","WSH","67","25.3","-2.31","2.91","0.60","3.04","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"168","Avery Bradley, PG","BOS","77","31.5","-1.07","0.73","-0.34","3.13","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"25","LaMarcus Aldridge, PF","POR","71","35.4","3.70","0.36","4.06","9.95","","","",""
"34","Serge Ibaka, PF","OKC","64","33.1","-0.05","3.51","3.46","7.75","","","",""
"134","DeMarre Carroll, SF","ATL","70","31.3","0.79","-0.38","0.41","3.75","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"226","Reggie Evans, C","SAC","47","16.3","-1.07","-0.09","-1.16","0.55","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"287","Russ Smith, PG","NO/MEM","12","5.4","-1.03","-0.85","-1.88","0.02","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"107","Ben McLemore, SG","SAC","82","32.6","0.20","0.71","0.91","5.51","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"171","Terrence Jones, PF","HOU","33","26.9","-1.17","0.80","-0.37","1.11","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"413","John Salmons, SF","NO","21","12.9","-2.55","-1.33","-3.88","-0.25","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"276","Jason Richardson, SG","PHI","19","21.9","-1.20","-0.51","-1.71","0.17","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"462","Mike Miller, SG","CLE","52","13.5","-4.30","-1.25","-5.55","-1.38","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"436","Jabari Parker, SF","MIL","25","29.5","-1.68","-2.66","-4.34","-0.93","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"405","Steve Novak, SF","OKC/UTAH","35","5.6","-1.48","-2.28","-3.76","-0.18","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"36","Markieff Morris, PF","PHX","82","31.5","0.40","3.03","3.43","9.49","","","",""
"78","Dwight Howard, C","HOU","41","29.8","-0.12","2.08","1.96","3.32","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"205","Al Jefferson, C","CHA","65","30.6","-1.47","0.56","-0.91","1.75","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"230","Mario Chalmers, PG","MIA","80","29.6","-1.65","0.45","-1.20","1.65","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"350","Jamaal Franklin, SG","DEN","3","4.3","-1.04","-1.77","-2.81","-0.00","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"449","Luke Ridnour, PG","ORL","47","14.5","-2.58","-2.14","-4.72","-1.00","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"182","Victor Claver, PF","POR","10","7.6","-0.66","0.07","-0.59","0.08","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"271","Jannero Pargo, PG","CHA","9","8.1","0.13","-1.79","-1.66","0.03","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"166","Rodney Stuckey, PG","IND","71","26.4","-0.19","-0.15","-0.34","2.31","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"140","Paul Pierce, SF","WSH","73","26.2","0.05","0.25","0.30","3.13","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"196","Ian Mahinmi, C","IND","61","18.8","-3.22","2.47","-0.75","1.13","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"299","Solomon Hill, SF","IND","82","29.0","-0.68","-1.36","-2.04","0.45","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"304","Shelvin Mack, PG","ATL","55","15.1","-0.18","-2.00","-2.18","0.09","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"57","Jonas Jerebko, PF","BOS/DET","75","16.4","0.95","1.65","2.60","3.72","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"408","James Young, SG","BOS","31","10.7","-1.69","-2.07","-3.76","-0.30","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"95","Andre Iguodala, SG","GS","77","26.9","0.37","0.99","1.36","4.88","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"317","Donald Sloan, PG","IND","53","20.9","-1.11","-1.28","-2.39","-0.03","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"4","Anthony Davis, PF","NO","68","36.1","3.98","4.20","8.18","15.86","","","",""
"44","Jrue Holiday, PG","NO","40","32.6","2.45","0.77","3.22","4.52","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"131","J.R. Smith, SG","CLE/NY","70","29.7","1.02","-0.54","0.48","3.62","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"448","Lance Thomas, SF","NY/OKC","62","24.0","-3.07","-1.64","-4.71","-2.14","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"19","Gordon Hayward, SF","UTAH","76","34.4","3.30","1.19","4.49","10.81","","","",""
"348","John Henson, PF","MIL","67","18.3","-4.13","1.32","-2.81","-0.35","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"420","Dahntay Jones, SG","LAC","33","3.7","-2.26","-1.73","-3.99","-0.13","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"64","Jusuf Nurkic, C","DEN","62","17.8","-1.69","4.02","2.33","3.33","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"190","Jonas Valanciunas, C","TOR","80","26.2","-1.71","1.03","-0.68","2.17","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"63","Jared Dudley, SG","MIL","72","23.8","-0.10","2.47","2.37","5.04","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"343","Greivis Vasquez, PG","TOR","82","24.3","-0.57","-2.21","-2.78","-0.52","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"120","Andre Drummond, C","DET","82","30.5","-0.07","0.81","0.74","4.75","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"248","Paul George, SF","IND","6","15.2","-0.73","-0.71","-1.44","0.05","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"76","Danilo Gallinari, SF","DEN","59","24.2","2.05","-0.07","1.98","3.90","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"92","Isaiah Thomas, PG","BOS/PHX","67","25.8","4.14","-2.69","1.45","4.16","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"293","Cartier Martin, PF","DET","23","8.6","-1.52","-0.42","-1.94","0.05","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"160","James Ennis, SF","MIA","62","17.0","0.11","-0.36","-0.25","1.31","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"239","Taj Gibson, PF","CHI","62","27.3","-1.72","0.39","-1.33","1.05","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"9","DeMarcus Cousins, PF","SAC","59","34.1","1.41","4.71","6.12","10.86","","","",""
"385","Jodie Meeks, SG","DET","60","24.4","-0.96","-2.38","-3.34","-0.88","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"310","Jamal Crawford, SG","LAC","64","26.6","2.10","-4.38","-2.28","0.08","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"337","Chris Copeland, SF","IND","50","16.6","-0.94","-1.77","-2.71","-0.18","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"143","Jeff Adrien, SF","MIN","17","12.6","-0.48","0.67","0.19","0.32","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"149","Boris Diaw, C","SA","81","24.5","-0.20","0.26","0.06","2.93","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"273","Leandro Barbosa, SG","GS","66","14.9","0.13","-1.82","-1.69","0.42","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
