RK,NAME,TEAM,GP,MPG,ORPM,DRPM,RPM,WAR,next-page,next-page-href,next-next-page,next-next-page-href
"356","Drew Gordon, C","PHI","9","7.9","-2.35","-0.49","-2.84","-0.02","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"461","Derrick Williams, PF","SAC","74","19.8","-0.89","-4.59","-5.48","-2.90","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"211","Kyle O'Quinn, PF","ORL","51","16.2","-2.82","1.82","-1.00","0.69","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"188","Mason Plumlee, C","BKN","82","21.3","-0.32","-0.29","-0.61","1.82","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"33","Kelly Olynyk, C","BOS","64","22.3","1.79","1.71","3.50","5.27","","","",""
"170","Sergey Karasev, SG","BKN","33","16.8","-0.66","0.30","-0.36","0.69","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"321","Patrick Christopher, SG","UTAH","4","7.3","-1.26","-1.22","-2.48","-0.00","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"6","Russell Westbrook, PG","OKC","67","34.4","7.79","-0.71","7.08","14.15","","","",""
"344","Grant Jerrett, PF","OKC/UTAH","8","6.4","-1.67","-1.11","-2.78","-0.02","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"176","Jae Crowder, SF","BOS/DAL","82","20.1","0.63","-1.07","-0.44","1.99","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"418","Shawn Marion, SG","CLE","57","19.3","-2.24","-1.73","-3.97","-1.09","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"322","Gal Mekel, PG","NO","4","10.8","-1.48","-1.01","-2.49","0.00","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"45","Matt Barnes, SF","LAC","76","29.9","1.34","1.83","3.17","7.94","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"127","Ronnie Price, PG","LAL","43","22.8","0.17","0.39","0.56","1.78","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"11","Kyle Korver, SG","ATL","75","32.2","4.08","1.34","5.42","11.59","","","",""
"88","Jared Sullinger, PF","BOS","58","27.0","1.51","0.15","1.66","3.97","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"368","Gerald Green, SG","PHX","74","19.5","0.29","-3.33","-3.04","-0.63","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"306","Glen Rice Jr., SG","WSH","5","8.6","-0.96","-1.25","-2.21","0.00","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"94","J.J. Redick, SG","LAC","78","30.9","1.14","0.26","1.40","5.72","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"207","Langston Galloway, PG","NY","45","32.4","-0.45","-0.47","-0.92","1.27","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"252","Clint Capela, C","HOU","12","7.5","-1.97","0.49","-1.48","0.05","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"428","Tony Wroten, SG","PHI","30","29.8","-0.34","-3.84","-4.18","-1.05","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"159","Chuck Hayes, PF","TOR","29","8.8","-0.33","0.08","-0.25","0.33","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"470","Archie Goodwin, SG","PHX","41","13.0","-3.95","-2.51","-6.46","-1.39","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"218","Glenn Robinson III, SG","MIN/PHI","35","7.5","0.19","-1.28","-1.09","0.21","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"255","Xavier Henry, SG","LAL","9","9.6","-0.33","-1.19","-1.52","0.04","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"378","Rajon Rondo, PG","BOS/DAL","68","29.7","-3.55","0.34","-3.21","-1.12","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"410","Chris Kaman, C","POR","74","18.9","-2.56","-1.25","-3.81","-1.26","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"186","Matthew Dellavedova, SG","CLE","67","20.6","-0.52","-0.08","-0.60","1.44","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"116","Tristan Thompson, C","CLE","82","26.8","1.34","-0.48","0.86","4.25","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"146","Aron Baynes, PF","SA","70","16.0","-1.13","1.25","0.12","1.75","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"22","John Wall, PG","WSH","79","35.9","2.57","1.73","4.30","11.63","","","",""
"208","Ekpe Udoh, PF","LAC","33","3.9","-1.23","0.30","-0.93","0.12","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"221","Elton Brand, PF","ATL","36","13.5","-1.93","0.81","-1.12","0.37","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"111","Cory Joseph, PG","SA","79","18.3","-0.05","0.93","0.88","2.83","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"456","Tyler Ennis, PG","MIL/PHX","33","12.5","-2.28","-2.74","-5.02","-0.70","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"274","Spencer Hawes, PF","LAC","73","17.5","-2.60","0.91","-1.69","0.52","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"312","Alexey Shved, PG","HOU/NY/PHI","42","18.3","0.63","-2.96","-2.33","0.01","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"267","David Wear, PF","SAC","2","3.5","-0.93","-0.69","-1.62","0.00","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"345","C.J. Wilcox, SG","LAC","21","4.8","-1.49","-1.30","-2.79","-0.03","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"118","J.J. Barea, PG","DAL","77","17.7","2.71","-1.93","0.78","2.64","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"466","Jabari Brown, SG","LAL","19","29.9","-1.78","-4.23","-6.01","-1.22","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"447","Nate Robinson, PG","DEN/LAC","42","14.1","-2.93","-1.73","-4.66","-0.67","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"421","D.J. Augustin, PG","DET/OKC","82","24.0","-0.76","-3.24","-4.00","-1.99","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"289","Andre Dawkins, SG","MIA","4","5.5","-0.92","-0.99","-1.91","0.01","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"323","Jordan Farmar, PG","LAC","36","14.7","-1.33","-1.18","-2.51","-0.05","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"401","Gary Neal, PG","MIN/CHA","54","22.1","-1.17","-2.51","-3.68","-0.97","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"152","Roy Hibbert, C","IND","76","25.3","-2.44","2.43","-0.01","2.73","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"191","Mo Williams, PG","MIN/CHA","68","29.1","1.02","-1.74","-0.72","2.02","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"217","Eric Moreland, PF","SAC","3","0.7","-0.57","-0.52","-1.09","0.00","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"144","Jason Terry, SG","HOU","77","21.3","-0.19","0.36","0.17","2.65","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"367","Jeff Ayres, PF","SA","51","7.5","-1.24","-1.78","-3.02","-0.16","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"79","Anthony Tolliver, PF","DET/PHX","76","18.8","2.09","-0.14","1.95","3.80","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"136","C.J. Watson, PG","IND","57","24.9","0.72","-0.35","0.37","2.42","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"439","K.J. McDaniels, SG","HOU/PHI","62","21.8","-3.88","-0.50","-4.38","-1.74","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"206","Courtney Lee, SG","MEM","77","30.6","0.23","-1.14","-0.91","2.05","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"222","Ronny Turiaf, C","MIN","2","9.5","-1.28","0.16","-1.12","0.02","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"229","Steven Adams, C","OKC","70","25.3","-2.72","1.54","-1.18","1.30","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"236","Jerami Grant, SF","PHI","65","21.2","-2.40","1.12","-1.28","0.94","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"181","James Michael McAdoo, SF","GS","15","9.1","0.00","-0.58","-0.58","0.15","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"450","Brandon Davies, PF","BKN/PHI","27","15.7","-1.82","-2.95","-4.77","-0.66","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"412","Tim Hardaway Jr., SG","NY","70","24.0","-0.42","-3.39","-3.81","-1.48","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"138","Lou Amundson, PF","CLE/NY","53","17.7","-2.57","2.91","0.34","1.53","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"292","Shabazz Muhammad, SF","MIN","38","22.8","0.61","-2.54","-1.93","0.23","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"164","Dwyane Wade, SG","MIA","62","31.8","1.61","-1.95","-0.34","2.41","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"458","Doug McDermott, SF","CHI","36","8.9","-3.26","-2.02","-5.28","-0.58","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"444","Joffrey Lauvergne, C","DEN","24","11.2","-2.87","-1.71","-4.58","-0.39","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"468","Johnny O'Bryant III, C","MIL","34","10.8","-4.72","-1.52","-6.24","-0.89","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"223","Trevor Booker, PF","UTAH","79","19.8","0.39","-1.51","-1.12","1.14","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"298","Wilson Chandler, SF","DEN","78","31.7","-0.64","-1.40","-2.04","0.49","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"432","P.J. Hairston, SG","CHA","45","15.3","-1.59","-2.68","-4.27","-0.82","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"415","Henry Sims, C","PHI","73","19.2","-4.18","0.28","-3.90","-1.37","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"307","David Stockton, PG","SAC","3","11.0","-0.59","-1.63","-2.22","0.00","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"324","Aaron Gordon, PF","ORL","47","17.0","-2.04","-0.48","-2.52","-0.09","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"291","Caron Butler, SF","DET","78","20.8","-1.69","-0.23","-1.92","0.42","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"50","Michael Kidd-Gilchrist, SF","CHA","55","28.9","-0.82","3.63","2.81","5.07","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","",""
"354","Dwight Buycks, PG","LAL","6","20.5","-0.43","-2.40","-2.83","-0.04","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/9/sort/RPM"
"40","Blake Griffin, PF","LAC","67","35.2","2.97","0.38","3.35","8.46","","","",""
"82","Nick Calathes, SG","MEM","58","14.4","-1.86","3.73","1.87","2.17","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"294","Tarik Black, C","HOU/LAL","63","19.0","-1.67","-0.28","-1.95","0.29","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/8/sort/RPM"
"90","Trevor Ariza, SF","HOU","82","35.7","-0.78","2.36","1.58","7.28","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/3/sort/RPM"
"381","Cole Aldrich, C","NY","61","16.0","-4.78","1.51","-3.27","-0.54","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
"7","Chris Paul, PG","LAC","82","34.8","6.45","0.47","6.92","16.75","","","",""
"23","Jimmy Butler, SG","CHI","65","38.7","3.87","0.43","4.30","10.31","","","",""
"141","Cory Jefferson, PF","BKN","50","10.6","-1.23","1.53","0.30","0.86","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"437","Jordan Hill, C","LAL","70","26.8","-2.95","-1.42","-4.37","-2.34","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"469","Martell Webster, SF","WSH","32","11.0","-3.40","-2.89","-6.29","-0.83","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/12/sort/RPM"
"5","Kawhi Leonard, SF","SA","64","31.8","2.98","4.59","7.57","12.67","","","",""
"235","Will Barton, SG","DEN/POR","58","16.9","-1.62","0.34","-1.28","0.67","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/6/sort/RPM"
"438","Randy Foye, SG","DEN","50","21.7","-1.92","-2.46","-4.38","-1.42","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/11/sort/RPM"
"195","Alex Len, C","PHX","69","22.0","-2.90","2.16","-0.74","1.59","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/5/sort/RPM"
"242","O.J. Mayo, SG","MIL","71","23.9","-0.71","-0.66","-1.37","1.05","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/7/sort/RPM"
"139","Patrick Patterson, PF","TOR","81","26.6","2.17","-1.83","0.34","3.52","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/4/sort/RPM"
"366","Brian Roberts, PG","CHA","72","18.5","-0.64","-2.36","-3.00","-0.53","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/2/sort/RPM","","http://espn.go.com/nba/statistics/rpm/_/year/2015/page/10/sort/RPM"
